Archean_Early_Mesoproterozoic_Faults,Felsic_granite,Mesoproterozoic_strata
0.575964612797292,1.0,1.0
0.5346797618538319,1.0,1.0
0.439621641949305,0.9728581648925795,1.0
0.3381288254979393,0.9605458626337465,0.9915679318861872
0.41402702987955486,1.0,1.0
0.5013780769472127,1.0,0.988358669489443
0.6320157109628077,1.0,0.9837140628707993
0.746004157228521,0.993423429235401,1.0
0.8204910771725912,1.0,0.9591675387805634
0.41516750502401933,1.0,1.0
0.37721462896137503,1.0,1.0
0.38108505562164696,1.0,1.0
0.47738078490690217,1.0,0.9388745541185207
0.5716277032091817,1.0,1.0
0.6032521624932793,0.9970019345718368,0.929017012287375
0.552866304719303,1.0,0.911904619397475
0.5958665516997547,1.0,1.0
0.6651092178512475,1.0,0.8959341337621671
0.5294983767076961,1.0,0.9555039560738096
0.6352998871931228,1.0,0.8939944208858668
0.7341202285058702,1.0,0.9391995843920913
0.7879354377321135,1.0,0.8907709869904382
0.7042133081949409,1.0,0.7758806506427929
0.554329213895039,1.0,0.8428348190843595
0.6374348463111428,1.0,0.7990525640835406
0.7752613784673168,1.0,0.770449803238559
0.8730432187510069,1.0,0.7824889181989161
0.9505535169125954,1.0,0.7569328747845823
0.7879616724369021,1.0,0.6546337677355434
0.9833389148374807,1.0,0.6248592000956087
0.9244923310063193,1.0,0.6069689933446302
